10,1,0.000011
10,2,0.000100
10,3,0.000119
10,4,0.000135
15,1,0.000009
15,2,0.000096
15,3,0.000134
15,4,0.000144
20,1,0.000010
20,2,0.000098
20,3,0.000149
20,4,0.000170
25,1,0.000015
25,2,0.000093
25,3,0.000161
25,4,0.000195
30,1,0.000015
30,2,0.000099
30,3,0.000164
30,4,0.000209
